admin1,Jan_rain_min,Jan_rain_max,Jan_rain_mean,Jan_rain_count,Jan_rain_median,year,Feb_rain_min,Feb_rain_max,Feb_rain_mean,Feb_rain_median,Mar_rain_min,Mar_rain_max,Mar_rain_mean,Mar_rain_median,Apr_rain_min,Apr_rain_max,Apr_rain_mean,Apr_rain_median,May_rain_min,May_rain_max,May_rain_mean,May_rain_median,Jun_rain_min,Jun_rain_max,Jun_rain_mean,Jun_rain_median,Jul_rain_min,Jul_rain_max,Jul_rain_mean,Jul_rain_median,Aug_rain_min,Aug_rain_max,Aug_rain_mean,Aug_rain_median,Sep_rain_min,Sep_rain_max,Sep_rain_mean,Sep_rain_median,Oct_rain_min,Oct_rain_max,Oct_rain_mean,Oct_rain_median,Nov_rain_min,Nov_rain_max,Nov_rain_mean,Nov_rain_median,Dec_rain_min,Dec_rain_max,Dec_rain_mean,Dec_rain_median,silt_min,silt_max,silt_mean,silt_count,silt_median,bulkdensity_min,bulkdensity_max,bulkdensity_mean,bulkdensity_median,clay_min,clay_max,clay_mean,clay_median,harvested_area,production_mt,yield_mt_ha,value_ksh
Baringo,10.92602539,111.6655655,45.47682757,420,43.49916077,2016,4.620559692,32.93818665,12.03073847,10.19738388,19.35080147,84.70317841,44.77281436,42.24990082,71.38348389,372.8041992,175.6434152,174.6201782,49.06072998,370.8166809,179.7008371,175.5517883,34.04333496,169.9564667,83.70845424,81.56272125,42.82126617,222.7670135,117.1967634,109.4495087,22.68034554,124.5650787,71.87559524,71.08493805,7.318535805,94.77027893,41.09707031,33.20820618,0.910648465,144.5020294,54.57288876,53.08101654,2.477696419,200.9250336,49.95585007,43.17491531,4.90868187,28.82696152,13.80073358,12.83821297,16,42,26.09324772,151682,26,931,1540,1241.430888,1230,18,60,35.21500903,35,,,,
Bomet,81.86338806,140.2728424,115.4881592,112,115.2336578,2016,24.01234055,94.5124054,45.00527954,44.26135254,82.84764862,153.4286804,112.4226946,113.899231,216.6385498,431.1419067,307.0999581,311.6781616,118.9191971,372.0655518,242.3465053,262.1651001,47.78716278,184.0415497,101.7247838,97.68421936,32.78458405,199.2390137,92.35583496,78.74173737,44.69324493,139.3167572,77.41314697,71.81439209,62.29311371,180.0747375,120.4725167,124.4194489,50.43045044,155.5782166,98.01543318,95.33080292,95.31455231,200.9977112,138.4136091,138.4726257,19.06772614,65.86598206,31.80921064,28.55949593,17,36,26.43265014,34885,27,883,1370,1152.181855,1150,25,51,38.39177297,38,,,,
Bungoma,39.14207458,107.2585449,68.93165531,133,70.81191254,2016,11.14904499,35.06508255,24.80974837,25.92930412,68.58859253,127.6621094,87.45113516,85.66727448,250.70961,439.2694702,340.7974624,337.099823,146.6479645,304.3373413,214.5711789,215.6425629,106.5491486,185.8231354,137.4114779,139.541214,114.8347168,214.311615,164.23834,168.479538,77.11524963,124.5513763,98.72601181,98.18894958,86.90731049,135.1419678,107.130551,107.1496887,67.98975372,189.0362091,117.9876204,110.9342422,26.34251785,136.6386719,89.74616718,94.7953186,6.000257969,20.67046356,13.27353571,13.29324532,17,37,24.60315799,43002,24,807,1300,1124.925445,1130,22,50,38.55492768,39,,,,
Busia,69.07085419,130.7957458,87.25304066,88,86.42150879,2016,11.85631752,40.33006287,25.23648626,25.81661224,59.90335846,106.0735474,82.85354892,85.6953125,306.614624,450.486145,378.8045099,382.8345642,151.1563873,311.3522339,218.0561523,215.1413879,39.52614212,162.976944,116.9854292,128.6463165,16.40614319,129.4159698,76.2436357,78.4358902,20.53022385,100.4841843,70.56282737,79.4839325,42.96743774,126.1930618,99.52314897,103.7103958,46.95131683,114.7539444,89.32539506,91.80099487,80.73568726,197.6373138,128.666748,127.6987915,12.22249222,28.89775467,20.23172275,20.36288643,12,33,22.26631745,24054,22,1030,1390,1224.442504,1220,22,55,39.84692775,40,,,,
Elgeyo-Marakwet,23.98572922,115.4015961,55.42899521,146,47.93106461,2016,5.605574608,25.9925518,15.31886438,15.70876884,29.00236702,98.4923172,62.14498609,61.04332352,190.2193298,377.8648376,266.5132973,269.2181396,130.647644,370.8166809,243.1107395,243.7323456,68.02900696,178.009552,122.1048668,117.012085,78.20565033,217.0462036,155.0585001,153.7829895,46.55289459,140.597229,74.97634846,73.61280823,24.94498634,125.7160339,63.46378692,64.26972961,39.97638702,194.7658539,101.3817624,99.39521027,19.5496273,137.7962189,62.32757652,59.01904297,8.564285278,21.18019867,13.46296169,12.88029289,15,36,25.89124379,43078,26,888,1500,1175.92683,1160,21,55,38.09206556,38,,,,
Embu,18.51867676,116.1366425,49.8725253,132,45.25676346,2016,10.26675415,52.20119095,18.76993075,15.76719856,33.73961639,106.7687073,50.99897905,48.69407272,198.3014069,387.8860168,298.356179,292.6261597,45.02775955,161.0020294,85.97130978,78.45038605,1.433164835,67.87806702,14.85524495,9.976433754,1.560643196,53.79816818,13.6953051,9.151288033,1.038608789,87.41001892,18.20706084,12.13637543,1.015753508,70.04740906,14.02694517,8.364865303,16.81765175,76.61816406,34.44605232,30.96532059,177.4351349,417.2054138,301.1022727,315.932312,18.67900276,46.91507721,31.15298,31.26247215,11,39,19.60412876,39576,18,742,1440,1198.544572,1230,12,66,39.14913079,38,,,,
Garissa,0.530995607,34.86604309,11.22966536,1517,8.752555847,2016,0.473217964,15.06267548,8.054679775,7.88768959,3.976369143,22.13226509,14.18419887,14.26717758,14.94372749,153.8104706,81.98379305,79.60522461,0.862771213,293.8664856,53.97305022,16.52967834,4.39E-09,94.10325623,18.75738634,3.200599432,0,38.62482834,13.96783459,12.40302849,1.41E-08,39.40873718,7.389893705,3.465167761,0.374280155,28.93000031,11.43452461,11.2923317,1.477403402,20.88916397,10.38051561,10.96712971,11.7595768,277.5066833,156.4705834,161.2518616,7.347105026,69.17504883,28.33189478,27.3231678,8,33,20.52270318,611280,21,1260,1630,1406.490459,1410,13,50,30.81391179,31,,,,
Homa Bay,42.65998459,139.7286835,74.25513799,199,72.15143585,2016,12.08961773,48.60205841,27.62529689,27.99021149,48.52519989,145.8584137,82.5767902,81.39355469,231.7291412,524.7288818,327.4447432,324.5367126,97.61387634,249.0312195,166.6595085,166.5439758,19.40171623,101.6108551,48.59826967,44.03061676,8.990089417,108.1654053,41.64928156,31.92226028,16.01356316,90.77763367,42.14174388,35.00947952,36.33198166,154.2249756,81.31030151,75.00931549,26.45956421,124.5523987,75.53414534,76.55736542,35.62934494,238.5633087,124.1106509,123.4669495,17.03308296,41.07384491,27.09619386,26.35174942,14,35,23.92196401,44236,24,935,1380,1216.903879,1220,17,55,39.02210869,40,,,,
Isiolo,6.778495312,64.36233521,21.02372297,951,19.48983765,2016,5.396686554,29.10665894,9.766303767,9.027693748,3.881561518,62.36330795,14.26377867,10.22252846,28.07000542,240.8845215,87.52349501,74.61216736,6.634058952,66.73304749,22.20837441,18.19944763,4.74E-09,32.49808502,1.416482085,0.218413547,0,18.86664963,1.759675773,1.79E-08,0,15.61967087,0.916800354,5.54E-08,3.18E-09,6.272966385,1.178300827,0.958206415,0.297342539,38.32952881,11.65173686,10.52924061,8.682480812,305.5441895,94.70004436,68.4626236,7.955330372,60.08740234,25.51105333,23.96803665,8,33,19.36160912,356642,19,1040,1610,1423.045138,1440,13,56,30.46520881,30,,,,
Kajiado,32.4011116,203.0032196,93.76528406,802,92.66143036,2016,10.51271534,57.2975235,24.14261709,24.46002007,24.60533905,96.50991821,55.76990629,55.84630203,99.04529572,311.9409485,164.72327,159.2972717,3.275472164,184.8368378,53.06161354,50.37934494,0.110680073,39.96017075,8.398315734,7.408381939,1.08E-08,22.29863548,1.664048345,0.476676881,0,36.26170349,4.230839832,2.184290409,6.50E-09,32.29479218,3.411842708,1.781140089,1.276528835,48.98379517,18.42050026,17.9782753,49.96799469,212.9678192,114.9973504,111.4205704,11.15223312,91.79559326,32.65909445,27.03535461,10,48,21.30290462,302105,21,896,1580,1297.289353,1310,11,57,34.8617666,34,,,,
Kakamega,35.88646317,109.5631409,77.93501112,144,80.71592712,2016,11.14904499,43.83664322,25.87024095,27.58604622,67.18231201,160.5478516,108.7119276,109.4872055,233.4838867,503.9702148,390.4312337,419.7619019,146.6479645,399.3522034,261.2904188,268.6372681,99.73994446,198.7865448,141.1127658,141.5380707,74.30053711,244.8709106,158.8940158,164.3760376,63.59724808,138.8390656,102.8997396,104.3890381,83.80156708,140.8954773,113.5199924,115.9698181,65.27127838,131.9853058,101.0148994,102.1152039,26.34251785,188.2367706,99.59836155,113.807251,10.17317295,23.7980423,17.42341614,18.01587677,18,32,24.2193206,43156,24,1020,1300,1178.383724,1180,22,59,42.00743813,42,,,,
Kericho,59.9650116,188.3648682,115.7158369,118,118.4653549,2016,16.62511253,54.07302094,37.19622285,38.87697601,46.07155991,149.546936,99.54790949,107.8175507,233.499588,454.5164795,339.4249868,342.7379456,183.0504913,362.8075867,257.3798166,251.8779602,71.22409058,174.4569855,112.1645673,107.9220352,78.64599609,236.4555359,153.5502185,160.5583801,60.53038025,145.3985291,97.38908567,98.98246002,74.28308105,157.7245941,108.1557534,104.5088654,48.48209381,141.0538483,88.83103814,91.47254181,66.81185913,157.6761169,111.9259468,110.2656403,18.13893127,35.39149094,25.37766279,25.25598717,10,39,26.57414185,36066,26,928,1340,1121.777852,1110,28,53,41.53421505,42,,,,
Kiambu,65.14495087,157.733963,112.2214417,119,116.5744095,2016,18.29795456,52.92392731,30.58561745,29.55390739,43.79896927,102.4638748,66.225151,64.63672638,145.9709167,450.5696106,243.0716912,232.0387726,60.55609131,325.5991516,168.4983423,168.0279694,7.054440498,87.9200058,31.8655216,28.20406723,0.3776232,33.70615387,9.538375213,7.034445763,2.740973473,59.53777313,22.01387909,18.30799866,3.847522259,40.12137985,14.7638319,11.76611328,11.92920399,155.7533569,53.11426602,43.89745712,123.8955002,272.5872498,183.8339844,182.4352112,20.79495621,36.49063873,26.05356322,25.76926041,11,49,24.84939147,36399,24,854,1420,1148.931015,1160,21,65,41.96271876,43,,,,
Kilifi,5.945613384,52.59584045,19.73211806,450,18.12620926,2016,3.238271713,16.49162865,9.489904514,9.735423088,7.515745163,47.82393265,27.91408203,28.89350891,57.27718353,458.2853394,122.5340799,109.8805466,19.18269157,195.2540894,100.1085417,100.7525482,26.04138565,116.4009857,63.82665799,60.03341293,19.34740448,102.5525208,44.66199653,39.61439514,21.17507553,217.1287842,58.22608941,54.54421234,9.952028275,54.84389114,24.78863281,23.3561058,7.534941673,118.546814,38.54849826,30.77135849,32.46934128,166.4693909,86.66791667,88.14363098,24.45063972,116.7678986,57.11016493,54.33468628,7,34,17.85730662,177086,18,1220,1680,1400.91499,1400,10,49,25.37976463,26,,,,
Kirinyaga,39.19036484,178.1967316,76.84315557,69,69.03393555,2016,11.92270088,52.12398911,23.18760792,19.72277069,39.70157242,106.7687073,59.28772503,54.26649475,259.1788025,419.7047424,333.0401664,331.0096741,61.21888733,177.9123688,126.1591089,133.7090912,7.836066246,144.9180908,39.67551588,31.17111206,5.725901127,95.07077789,28.25565592,24.96843529,7.407359123,143.6775055,41.71861201,32.84845352,7.467656136,109.4958954,34.32359601,25.44114304,20.89609146,78.35539246,46.45057745,43.60710907,184.2794189,348.5995178,265.0763983,263.7360229,18.67900276,56.12003326,32.73803711,30.56448174,12,37,25.12707496,21145,25,752,1340,1080.09676,1090,25,70,46.6157957,48,,,,
Kisii,59.45409775,116.9222717,94.72222997,63,97.01747131,2016,29.03940773,58.64262009,40.97409009,41.88890839,104.1335754,153.2988281,130.9983569,132.2569733,300.7766418,524.7288818,367.5505332,358.7614746,166.2216187,327.7641296,238.3656684,244.4634094,46.24820709,101.6108551,71.52253069,70.35614777,35.30471802,92.80033112,61.71592107,58.40039063,54.12986755,96.34481812,74.72925967,73.55236816,99.49092102,193.4665375,140.3327443,141.3429871,73.48461914,125.0749207,96.83334883,96.41197205,131.9538269,200.4925537,169.0039838,168.6020203,30.16842461,62.57541275,46.37691437,47.51933289,16,33,25.42316069,18825,25,880,1300,1117.081541,1120,29,54,42.18772908,42,,,,
Kisumu,68.96243286,188.3648682,95.92421875,120,92.1723938,2016,27.22634506,63.07990265,38.2011556,36.99073792,75.41433716,149.546936,103.6066081,101.1245728,262.1618652,456.1218872,361.5522786,355.0097351,125.2335358,303.7048035,209.9860352,209.5021667,56.57046127,140.7397614,85.56906738,83.44043732,47.74431992,167.5615234,92.29814453,88.07324219,33.55060577,100.2462616,65.84069417,65.24462128,68.67350006,121.4335938,91.09251302,89.2303009,54.56377792,110.1425323,77.19316406,76.54679108,71.68882751,164.701004,114.0709961,111.1960831,19.30570602,33.15363312,23.8101888,23.42717361,13,36,22.99117774,30151,23,956,1460,1257.425094,1270,19,60,37.33876157,38,,,,
Kitui,12.87557316,49.89935303,31.36758311,1096,31.50564957,2016,5.669101715,29.04883385,11.07828984,10.2733469,16.85907555,82.87071228,37.10040773,36.3571701,24.63433838,362.0157776,164.7515682,161.61586,0.971948504,90.17816162,28.68605298,22.53631973,0.333632827,25.0273056,3.99378377,3.218565941,0.437597424,18.71179199,7.875385813,8.172288895,0.036206424,40.13261414,9.388646926,8.919663429,0.552090883,42.05948639,6.929493257,5.1623559,6.555829525,45.70714951,22.92529831,23.21844864,55.1316452,435.6295776,223.9034843,233.6339111,20.76438904,105.9220047,49.03718779,46.8441391,8,30,16.92269518,428602,17,977,1570,1344.40571,1350,13,59,30.29881568,30,,,,
Kwale,10.21380043,87.36729431,36.59671445,309,31.69890594,2016,7.258628368,27.45526505,14.93760113,14.61071587,18.22462654,64.61375427,36.04633141,33.46185303,83.80906677,447.4279175,205.0346759,175.4608459,35.85396194,225.1268158,110.6997244,99.25845337,18.15618896,243.4004669,71.63450647,61.59802628,11.83317184,100.3156052,37.98591095,33.0062027,16.12162971,168.7452545,56.56672229,54.38898849,8.771267891,187.9295197,43.72910346,26.98246002,32.31059265,171.2481232,81.65630057,75.53806305,49.57568359,166.4693909,89.10371789,87.45301056,27.93422508,125.9246979,73.71387667,72.95466614,7,27,16.31109005,116050,16,1200,1600,1390.658509,1390,10,52,24.76200776,24,,,,
Laikipia,27.94017601,136.0959473,63.75653159,369,54.84597397,2016,6.700663567,31.53035736,17.35843814,16.84790993,23.33721733,87.58955383,43.06376503,40.65935135,51.71250534,240.306488,126.0978574,129.5137329,15.05738163,214.7889252,84.74189109,78.7301178,1.046137691,120.9035339,40.58924564,34.1099968,3.002667427,121.5028687,37.10771828,27.15219498,0.228631824,131.0478058,49.07204332,47.35040283,0.948265553,73.24545288,22.04368331,19.98663139,15.23637581,90.00458527,40.01907605,36.27869415,43.49359894,235.0623016,98.37747713,83.69339752,6.932069778,52.0524292,25.77774073,24.98867607,12,36,25.00815167,134819,25,946,1510,1220.883703,1220,16,59,33.12585763,33,,,,
Lamu,0.132432431,9.855172157,5.113920455,220,4.849841595,2016,0.077029839,13.21446991,5.562470592,5.067180157,0.161927819,29.36807823,11.81183083,12.36870956,2.413490534,141.8450623,83.51756925,94.3657608,6.526203156,335.5576782,212.6849254,228.7580109,2.585841656,114.9438171,77.98371804,87.20301819,0.771443844,47.27270508,31.87861328,33.94388199,0.785742879,75.84861755,23.78788841,23.35736465,0.565601945,30.50002861,12.26747492,11.76322937,0.290039122,18.01191521,11.17181175,11.80095863,0.817849278,115.9196167,54.85168679,53.34601593,0.521538258,69.70807648,34.11658825,35.2908783,10,34,23.41636186,85027,24,1260,1660,1428.740894,1430,12,47,32.40378938,33,,,,
Machakos,20.1973877,161.8848267,67.12949743,261,68.54507446,2016,9.40102005,44.05936432,22.56321091,22.61436462,33.9425354,90.69145966,52.74876527,52.21628571,114.629776,313.5256958,204.9978748,204.6679993,22.03774643,161.9409943,58.3531901,53.31895447,1.350412011,19.91492271,8.941990878,8.587471008,0.08189261,10.24453545,3.824482768,3.797538042,0.148561761,17.33127975,6.226838444,5.667392254,0.79085362,9.864285469,3.794604773,3.234024286,11.95956612,53.14505768,27.63088557,27.1823082,70.40013123,331.5562744,199.9407477,205.4260559,16.91389465,54.0831871,29.66941301,28.51690292,9,30,16.36250531,84796,16,1000,1530,1317.185245,1320,13,65,35.13244729,34,,,,
Makueni,17.74857712,161.8848267,59.02092964,338,50.75514984,2016,6.548371792,44.09272385,17.52550908,15.02262306,25.15520287,91.52586365,45.28868401,44.24547958,102.996727,344.3109436,188.7570266,183.5837708,7.085785866,76.38194275,30.91129172,27.64325142,0.758491039,24.17551804,6.729782556,5.483371735,2.95E-08,15.67362213,4.972013756,4.523324013,0.071764946,48.36548615,9.461947289,7.804902077,0.983607411,36.25164413,5.642023391,4.578146935,5.951377869,79.20095825,23.69411202,21.41759491,108.0527954,346.367981,198.8832979,192.3030701,23.06271935,117.8203354,49.59658723,43.15733719,9,35,16.63218599,116094,15,869,1530,1332.626596,1350,11,57,29.02407532,29,,,,
Mandera,0.423111409,5.540557861,1.871688423,872,1.6201756,2016,2.117463112,15.59686947,7.105049343,6.758862972,4.123178959,16.18756676,8.837381065,8.327082634,88.31123352,268.2193298,167.4267847,163.2724915,12.9753952,71.87091827,32.11025749,29.34982872,1.138445377,8.821175575,2.885825621,2.517817974,0.008771332,10.24563694,4.397270553,4.456921577,5.13E-08,8.959733009,4.122051554,4.089582443,0.549699903,8.841789246,2.097987464,1.732856274,7.116175175,37.09357834,18.70466824,16.6077919,8.12558651,135.6651154,54.76523079,53.70556641,5.465024948,96.57600403,31.25272362,30.15821838,13,34,23.09356727,354686,23,1170,1560,1397.251563,1410,15,39,26.46198328,26,,,,
Marsabit,1.795342088,62.58335876,10.88422043,2565,8.412473679,2016,2.101122379,36.93257904,10.04798063,9.535463333,3.254388332,76.21639252,17.93458212,17.13531494,31.88043785,443.8110352,139.7015716,137.0236969,0.216214746,98.85134888,24.03488365,17.52002907,6.74E-09,57.41814423,4.680295139,0.888555765,0,27.74241257,5.608034844,4.934280396,0,36.06634521,3.669273879,2.2018466,1.77E-09,17.37150002,1.99748835,1.031114936,0.074233048,96.4903717,21.50273209,18.60919189,2.148549318,183.0818634,45.31103801,41.57241821,3.160823584,63.17120743,15.35358796,12.24130344,6,37,22.78216554,972477,24,879,1640,1349.497154,1360,10,57,30.2528286,30,,,,
Meru,10.22627831,125.1122208,49.81218033,278,45.78726959,2016,6.118677616,60.28131485,23.32303142,21.63908386,18.74992371,110.4056396,50.28895009,47.79506683,118.0287399,511.4402466,259.1414119,254.8062897,13.52654648,158.398819,69.38384527,61.32287598,0.001554689,60.96791458,11.75491004,5.053261757,5.69E-11,52.29954529,12.05644566,8.550585747,6.98E-08,82.11843109,13.73147868,8.298635483,1.103131175,72.2950058,10.99563708,3.267107964,11.47307873,80.3338089,34.19508768,30.10895538,107.632431,572.7574463,305.0752304,295.9104004,18.85654831,84.34259033,45.15988225,44.16519928,10,46,25.04633072,98984,25,710,1430,1135.752849,1150,16,84,42.31157561,41,,,,
Migori,43.42944717,108.8539429,78.24287601,139,78.38802338,2016,16.41177368,42.49397278,26.41533063,24.97977448,57.37349701,147.2613373,96.84845717,98.44424438,185.6487122,369.6561584,268.4731902,260.3336487,78.3115387,263.6542053,145.993958,134.4034119,17.22102165,60.37875366,33.79148634,32.47567749,8.79947567,43.60002518,23.10139915,22.3920784,9.521108627,66.29071045,32.94218609,29.06087875,14.54948616,139.2379303,76.51746571,75.22645569,39.73414612,103.5140839,73.02447027,72.36862946,77.74278259,178.7724915,129.9029199,134.2631989,19.18707466,60.71504211,36.95314959,35.14250183,12,43,24.56447311,36744,25,1050,1420,1248.785325,1250,19,56,35.38237535,35,,,,
Mombasa,19.21720505,29.26635742,24.13094657,14,24.13316727,2016,7.373522758,13.67518616,9.291731698,8.664402008,19.57012367,32.73572922,24.42506845,21.78380203,226.4178772,458.2853394,339.5313546,327.2197571,142.1846008,185.9728851,157.4969657,155.7938843,84.75322723,115.2906265,98.06572614,96.67192078,53.00639725,81.20931244,64.52527727,62.1111145,28.26819801,141.244278,76.0703125,67.65499878,24.61388779,38.79452896,32.52833121,32.57622528,74.1546936,112.7514954,82.9019165,79.05236816,83.63046265,144.8155518,102.7633841,98.22407532,35.73341751,53.20230484,42.46868896,41.17103577,10,28,19.86055046,3270,20,1230,1520,1381.538226,1390,15,40,27.44342508,28,,,,
Murang'a,65.59428406,166.7760162,93.43098366,110,87.93559265,2016,14.54885101,87.54443359,27.15540661,24.52109146,45.99100494,146.7790833,64.12373935,58.01122284,204.3108826,583.590332,344.9739347,354.1766968,81.98321533,354.7657471,188.145419,183.5599365,7.612047195,117.0500793,37.74019442,32.269104,3.502024651,45.18244934,17.29875932,13.66013622,6.055413246,81.834198,29.13097479,22.07104683,3.678740025,55.18783569,20.08041992,16.67832184,29.27050781,180.3154449,70.8750799,60.16734314,175.1074829,353.6143494,221.4067116,220.6358948,20.85700607,47.1072464,27.71545188,26.78345108,11,57,24.01737076,35980,24,655,1460,1110.816231,1120,23,73,47.12445803,48,,,,
Nairobi,76.09481812,203.0032196,107.0358398,40,98.04663849,2016,22.07757568,34.11005402,27.18435669,26.62874603,39.84527969,70.7104187,56.07762451,55.2409668,134.7791901,254.0076294,184.3816162,179.7035217,57.6353569,184.8368378,116.0050049,108.4230347,6.57841301,34.58055115,20.00362549,20.2003479,0.910368264,8.7780056,4.315529251,4.494113445,2.397667408,26.43247986,14.14089508,15.63811684,4.811918259,14.47101307,9.625655365,9.71216011,21.09396935,48.98379517,33.68855286,34.16215515,127.0632248,208.6429138,159.753125,156.2306671,20.32884407,31.00532913,24.98347015,24.85227966,15,31,22.96068725,10302,23,989,1430,1247.958552,1260,25,61,42.15074743,42,,,,
Nandi,61.09104538,188.3648682,91.86396708,131,90.16685486,2016,10.5982151,57.04337692,25.25761122,23.90543175,64.09393311,149.546936,104.3310696,102.8895111,249.786438,491.5091858,360.6557431,353.5002747,131.1790619,368.5096741,225.2160663,215.2767639,69.69676971,174.4569855,124.9702782,128.3700562,71.74787903,247.5206146,176.0303107,181.5014648,54.0100708,127.7450867,100.4769501,101.2508392,81.3891983,147.157608,109.7727964,108.529892,60.43325424,131.9853058,96.47881381,96.98842621,30.96596146,152.2168884,95.09573294,95.67434692,7.499097347,30.3825264,18.23268465,17.86410904,15,33,25.46049221,40511,26,892,1320,1135.68374,1130,24,51,40.80657105,41,,,,
Narok,62.5393219,171.1877136,110.097923,659,111.1513596,2016,23.77677727,94.5124054,43.83490018,43.44165802,48.97196198,153.4286804,86.63214269,77.62200928,117.3374939,419.3527832,234.2146007,230.5775452,35.90821457,351.168457,115.9924839,98.96098328,2.765568018,143.8208618,55.68617223,46.11921692,0.101948127,150.1317291,31.86588344,22.15332603,4.11E-10,112.442749,43.32781084,43.44207382,0.000126499,154.5277863,57.4159356,48.26299286,1.534586906,145.8074341,52.81829121,44.2019577,60.03164291,200.9977112,117.1246681,115.5332336,15.65468025,71.32148743,33.66495163,26.02998734,13,48,28.763124,250000,29,866,1520,1214.57664,1230,19,53,33.066012,33,,,,
Nyamira,84.49704742,139.7286835,107.6631602,46,106.6554413,2016,32.08035278,58.64262009,46.15965735,46.22710037,109.5100098,145.8584137,122.5866805,121.1203461,267.4247437,524.7288818,403.4168224,407.5135803,178.0265656,304.3619385,240.529403,245.0635986,70.1419754,103.3376312,87.6186205,86.87614441,53.67359924,107.5339355,85.24328613,89.30319214,63.72504807,96.34481812,74.47301715,72.79249573,97.58541107,154.9474182,130.3894998,127.9831924,78.23304749,113.1010361,98.66070822,100.8049393,124.010582,200.4925537,165.4001996,165.8452454,28.89748001,55.72877121,38.36635424,37.9276123,16,44,25.17182555,12955,25,487,1350,1107.933771,1100,30,51,41.25171748,41,,,,
Nyandarua,48.93000031,166.7760162,88.1955118,147,84.6239624,2016,10.63053513,87.54443359,28.3098759,23.7602272,34.85085297,146.7790833,73.24476509,65.76006317,116.3970337,583.590332,232.1548682,217.4281311,80.37189484,325.5991516,164.5046503,159.0269165,34.64680481,129.907959,77.23527849,76.09130096,4.311665535,129.3975067,54.5449717,50.66394043,12.63807106,132.9163971,75.11059072,74.06952667,12.74790764,99.70223999,52.46893601,51.96327209,14.44835663,180.3154449,86.08979725,80.19906616,52.02361679,353.6143494,116.5060454,101.7185211,8.293449402,47.1072464,24.50455729,24.69617081,17,51,30.6110968,46572,30,771,1320,1131.15417,1140,23,52,38.05960663,38,,,,
Nyeri,37.33909607,178.1967316,111.0191078,143,112.3780518,2016,15.21714497,51.36430359,30.56483214,27.83351326,26.68750381,131.5224762,70.19363254,63.85956573,112.5262604,452.028595,285.3802994,293.8127441,32.38799286,256.9208679,145.435424,151.3191528,19.8972683,144.9180908,51.44991873,48.06388092,9.448605537,95.07077789,30.05512456,26.50969696,9.757867813,143.6775055,53.29154147,48.48381805,15.16586113,109.4958954,36.30876789,31.11003876,33.55505371,176.9582214,76.63009451,63.12197495,110.9353943,315.8517456,187.2441406,180.5646667,15.29946709,60.80938721,35.47507034,34.06251526,17,39,26.39762461,47487,26,729,1370,1111.136353,1120,24,59,39.75397477,39,,,,
Samburu,4.980003834,72.87132263,27.45719801,773,26.32000923,2016,0.768440723,28.20955276,10.25646578,8.979445457,7.470304489,91.48929596,32.16054283,31.00819206,37.05691528,230.0065002,104.2773589,100.1937256,0.666135132,137.8305969,36.27738418,28.90317535,1.32E-08,81.64839935,17.38563228,11.81652641,0,69.97985077,14.89048856,11.07604218,0,87.02973938,16.98060772,10.35781956,6.68E-09,32.67760468,5.07524174,1.465148807,2.98E-08,89.24264526,22.62204884,17.27089119,0.892738342,222.4061279,79.71572809,73.78768921,9.436924934,50.8415184,24.59484153,21.59606552,11,34,20.82062537,296179,20,902,1550,1326.963384,1350,15,47,27.94953052,27,,,,
Siaya,49.53477097,100.0289459,78.80186339,148,78.16078186,2016,13.86790657,40.33006287,25.56815812,26.17494583,54.26779938,126.1861801,76.15536582,74.04295349,265.9736938,437.5722046,350.490076,347.3324585,138.6047974,399.3522034,215.9929001,201.5027618,37.54948425,166.4759979,78.72718275,68.6620636,17.55108452,101.2269897,48.10369378,41.89861298,17.24092293,95.68214417,44.72957137,38.75776672,26.3451252,132.4492035,80.06363492,72.10064697,37.72576523,107.9812775,77.72472815,80.11146545,78.76555634,168.5944366,121.9401394,121.3957825,15.82413101,33.46378326,20.57715834,20.50683975,12,32,21.91789233,35831,22,1020,1410,1257.963663,1260,16,62,40.63927884,41,,,,
Taita Taveta,12.87557316,126.1401062,51.2950836,628,51.11867905,2016,6.762663841,29.76135635,15.5969938,14.92246819,25.15700531,71.69424438,45.39386569,45.22868347,54.07761383,345.8903198,143.9890277,143.722168,1.607025981,90.43287659,33.18110569,34.44019318,0.110680073,62.04780579,11.9115068,7.746021271,0.125237644,31.5843277,8.790182903,7.294325829,3.584664583,78.01216888,22.03618257,19.1512413,1.425100327,66.00756836,13.94740402,12.51089287,4.550172329,111.8102493,34.49606265,31.76863861,34.74468613,226.9572144,95.39341784,81.63480377,30.04772186,125.9246979,78.63869676,81.31433868,5,33,14.7047078,240792,14,899,1660,1363.642646,1380,14,50,28.41140486,28,,,,
Tana River,0.283414811,45.97729492,17.91052933,1403,15.82066727,2016,0.159158021,18.47366714,7.324559816,7.288359642,0.304056168,43.95806885,19.04352142,17.79538155,3.610961914,164.8822632,55.10783255,50.47793961,0.625374556,207.3733978,24.87887841,9.00383091,4.06E-09,89.01786804,14.83000713,8.534519196,0,45.42377472,11.45730828,9.496599197,1.26E-08,74.83374023,13.48396433,7.654725075,0.236947909,37.9713974,13.32113941,14.3049221,0.472596526,38.43118668,13.62403109,12.58529949,0.917862833,341.4819946,110.5821565,89.43330383,0.721862197,97.85364532,43.09940195,44.05457306,8,34,18.65968818,551027,18,1190,1630,1422.983629,1420,11,60,29.4725195,29,,,,
