admin1,Jan_rain_min,Jan_rain_max,Jan_rain_mean,Jan_rain_count,Jan_rain_median,year,Feb_rain_min,Feb_rain_max,Feb_rain_mean,Feb_rain_median,Mar_rain_min,Mar_rain_max,Mar_rain_mean,Mar_rain_median,Apr_rain_min,Apr_rain_max,Apr_rain_mean,Apr_rain_median,May_rain_min,May_rain_max,May_rain_mean,May_rain_median,Jun_rain_min,Jun_rain_max,Jun_rain_mean,Jun_rain_median,Jul_rain_min,Jul_rain_max,Jul_rain_mean,Jul_rain_median,Aug_rain_min,Aug_rain_max,Aug_rain_mean,Aug_rain_median,Sep_rain_min,Sep_rain_max,Sep_rain_mean,Sep_rain_median,Oct_rain_min,Oct_rain_max,Oct_rain_mean,Oct_rain_median,Nov_rain_min,Nov_rain_max,Nov_rain_mean,Nov_rain_median,Dec_rain_min,Dec_rain_max,Dec_rain_mean,Dec_rain_median,silt_min,silt_max,silt_mean,silt_count,silt_median,bulkdensity_min,bulkdensity_max,bulkdensity_mean,bulkdensity_median,clay_min,clay_max,clay_mean,clay_median,harvested_area,production_mt,yield_mt_ha,value_ksh
Tana River,0.565118611,26.64776802,11.19150787,1403,10.90416527,2017,0.093883529,19.20734787,8.148734019,6.906811714,0.65507853,52.15619278,15.50709278,13.44948483,2.587364197,169.6130676,63.89045238,60.2035141,0.523502231,282.9434814,36.47448826,14.46271706,5.23E-09,94.98387146,16.77698876,10.18144703,0,45.20696259,12.02120039,10.41464615,2.63E-08,78.86399841,16.92801697,11.88526344,0.351787537,59.82361221,18.26329879,16.78004074,0.81164968,119.859787,24.86009611,19.93156433,2.407686949,236.056076,108.6071588,102.2470398,0.573090196,77.53536224,21.83222475,16.99222183,8,34,18.65968818,551027,18,1190,1630,1422.983629,1420,11,60,29.4725195,29,"5,001","5,203",,"165,682,222"
Tharaka-Nithi,4.546432495,22.75980568,8.165785217,120,7.042775631,2017,8.390553474,88.05504608,25.05722656,20.18535042,8.190140724,51.81355286,21.63355713,19.88450432,88.16828918,270.6249695,173.7980143,169.1868439,29.62421417,195.2217712,88.85546875,83.94796753,0.839716434,34.54672241,6.441208394,2.271575451,1.679058909,67.79253387,15.76622823,9.417905807,0.117989689,81.38757324,18.42629801,9.513616562,0.953378558,85.45560455,12.2633728,2.340615273,62.16888809,291.6461182,143.996403,129.8716125,193.6442261,429.2542114,313.0445313,327.122406,15.41844654,32.53292847,21.91068522,21.38096809,10,50,19.33271969,36938,18,709,1480,1221.173426,1230,12,63,38.41642753,37,"26,267","18,223",,"621,490,422"
Trans Nzoia,24.74725723,52.80973434,37.13843854,113,37.80438232,2017,51.2405014,137.1053467,84.31267284,80.50278473,35.08693695,86.38192749,61.04276998,59.40496445,61.24085999,153.3861694,97.04198355,92.29856873,130.1528625,299.069397,216.334693,213.7391663,52.89195633,155.1473389,108.2620385,104.8050232,230.7253723,485.6748657,331.7392837,327.7493286,159.1490021,293.0821228,205.929964,204.0663605,114.5336456,249.5046692,164.5388205,159.3773346,140.2543945,363.5855103,219.333656,210.5141907,58.38396454,162.4049835,91.83320658,86.191185,6.698047161,30.40999413,15.70832325,14.73703098,17,34,25.77331376,35419,26,778,1400,1116.248115,1120,22,62,42.73409752,44,"106,557","393,669",,"10,497,982,956"
Turkana,1.864161491,23.82639122,6.988353727,2075,6.226601601,2017,6.126306534,88.6692276,27.59786709,26.22674561,6.271966934,70.93807983,24.07267696,21.75057602,9.618578911,77.86425781,24.19131401,20.63668823,0.275749505,124.6977844,29.09118788,24.70943642,0.319876015,52.16747284,10.92217432,7.07708168,8.757949829,247.4415741,73.41277108,64.67298126,0.170310676,124.0304108,20.29665098,11.91166878,5.31E-09,90.38801575,15.15234375,7.934672356,1.73E-08,386.3999939,43.10816265,5.208108425,0.311432004,103.2709503,22.56453313,20.84169579,2.448680401,28.53895569,8.979978351,7.312520981,7,36,22.93463901,662031,24,962,1610,1373.47961,1380,10,48,28.3776228,28,"4,232","2,742",,"103,127,111"
Uasin Gishu,23.04457664,62.07558823,41.00141927,150,40.66983032,2017,22.32054329,95.21838379,42.39398763,39.41797638,31.81560898,99.33686066,47.74859375,44.54416656,59.28343964,169.8709412,103.2929818,97.47134399,111.0881805,223.3227234,160.5717708,159.0680084,50.36016846,150.846283,80.72034505,78.01567078,254.6174316,394.4456482,328.9058073,332.4996338,141.6464386,262.9081421,213.7545964,217.15625,96.962883,195.193512,141.9291016,142.2649841,104.7715759,298.5004883,169.6154688,162.3087158,50.62173462,156.2290955,90.62016927,85.19389343,5.845468044,35.10268021,21.69210612,22.28506279,17,35,25.654034,48525,25,990,1360,1130.39085,1130,28,53,43.66893354,44,"101,279","316,041",,"11,912,195,556"
Vihiga,50.64211655,73.02086639,60.56324722,33,59.88420486,2017,173.9708862,278.980957,211.0039358,208.8588867,86.88143158,132.2058716,110.9392756,111.5577545,228.7637787,266.9909973,243.7412257,241.6033936,262.815979,373.8251343,329.2321259,332.2119751,94.86129761,181.7997284,141.3137577,140.6043549,127.3575439,273.3313904,187.1884174,179.8487244,121.1579056,282.0865479,211.6505534,215.5988007,140.4685364,228.0547485,178.5673976,176.2071228,158.5902405,203.1906738,179.2987541,176.6100464,149.8091431,203.632782,180.2137932,183.9780884,37.73943329,70.55635834,57.01818848,58.41664124,16,32,25.15512195,8200,25,1040,1360,1204.497561,1210,25,50,41.72121951,42,"29,190","43,374",,"1,349,413,333"
Wajir,0.597031593,6.217055321,3.286937247,1946,3.135766983,2017,4.706902981,30.52488327,10.08602683,9.484081268,2.588909626,16.37367439,5.017267994,4.126853943,34.10056686,208.1867981,100.2808004,98.7052002,2.826941013,131.3445892,46.62231019,45.99140549,1.40E-08,15.6415329,2.172745927,1.669826508,6.56E-13,36.34285736,5.019601506,3.981020451,1.56E-08,10.8742466,2.881977956,2.528384686,0.262621045,19.53580475,4.104103269,2.850099087,8.62430954,91.10309601,41.5368705,41.77869034,10.16251945,212.8491211,107.3987667,109.6641083,1.341859341,9.319453239,4.734569208,4.69949913,9,34,21.44268863,781782,22,1120,1590,1438.754108,1440,11,48,27.19332244,27,306,398,,"16,106,667"
West Pokot,5.049114227,45.56531906,19.42997885,362,20.00381851,2017,16.19533348,131.1944122,53.34483987,49.21278763,7.898209095,64.21724701,32.95553943,33.1527977,14.69926643,102.3119278,47.97946521,44.086483,25.27744675,264.1279297,123.91512,107.8295593,8.874225616,118.1113434,46.3057396,35.05211639,53.26168823,463.2008057,216.6997151,204.8247986,13.63176727,290.5063782,117.432137,117.4550095,4.467614174,225.8961334,101.2597764,102.9112167,1.11060977,403.9217529,162.3645006,159.5498047,7.496217251,158.5965576,67.2265625,65.07997131,3.552269459,27.79136276,11.91274738,10.97432232,12,34,23.01619475,125658,23,796,1560,1279.628834,1280,16,51,31.05472791,30,"34,450","51,597",,"1,500,000,000"
Nakuru,9.653436661,36.98792648,21.02649349,317,19.32202148,2017,18.88563919,65.11462402,36.23732317,34.40514374,21.74739456,89.04925537,36.60938732,36.50371552,41.36129761,204.7734375,89.97141783,81.37522888,46.02371979,230.355896,114.4143829,111.2902908,7.337380409,127.252655,56.67282384,52.42179108,0.917663991,414.7207031,192.1393804,218.0163422,0.929309905,284.7101746,136.6084878,140.165451,14.25482178,194.2477417,109.0746747,121.3048096,6.140678883,231.1840057,113.6428554,116.4471512,48.79819489,213.9142456,113.2372585,114.8499603,12.16300011,46.12540817,23.48973223,21.48560905,16,46,29.77398128,104248,30,841,1400,1114.725347,1130,16,51,33.60073095,33,"88,686","206,509",,"5,941,748,611"
Baringo,1.948249817,22.93195724,8.75004069,420,8.497797012,2018,3.586163998,29.26431656,10.05873093,8.479045868,89.87814331,286.6744995,168.5504836,162.9255066,123.8861389,593.9921265,294.6704613,271.6689758,95.71691132,519.194519,272.9956287,275.8491211,82.43089294,430.6869202,209.9146391,213.7434692,38.8363266,180.9960022,95.7234375,92.80619812,44.05278778,194.0813904,97.08369606,89.89646912,6.736268044,67.02778625,30.69132022,26.38063049,0.646598101,141.86026,52.95962612,53.7188797,2.34758997,79.20225525,30.99795387,31.31182671,28.33240318,140.0189514,74.69102493,73.86422729,16,42,26.09324772,151682,26,931,1540,1241.430888,1230,18,60,35.21500903,35,,,,
Bomet,25.05464554,86.56135559,50.01502773,112,54.46549988,2018,29.3857193,89.85542297,47.02822876,46.65014648,220.105484,328.8704529,284.9164342,287.4137878,279.0652771,435.3648376,353.267055,353.2030945,111.1939316,496.9030151,279.6808908,281.692627,65.78817749,359.5928955,174.7116525,159.1604919,42.99537659,176.7405853,87.59130859,78.37739563,78.42564392,239.4085083,139.0860421,129.1964111,30.79333687,121.9367523,70.11097499,71.09397888,48.21648407,231.7376099,133.1371809,129.3765106,68.49714661,142.9372406,109.3294678,111.1937103,88.88265991,194.2592773,131.552996,132.3495483,17,36,26.43265014,34885,27,883,1370,1152.181855,1150,25,51,38.39177297,38,,,,
Bungoma,10.45744991,29.39001274,17.39937551,133,17.28883743,2018,14.07818794,74.07505035,49.02364676,50.08586502,148.6072998,310.6539307,213.9647263,217.1585083,295.2753296,457.967041,369.1305216,368.1368103,258.3113708,402.7501221,314.8016917,313.3596191,144.3096313,275.8901062,194.2886219,195.8528442,107.2498703,242.9837036,166.2635103,167.6103973,99.91850281,171.4233398,128.5096335,127.593689,61.60939026,120.0683899,90.46513011,91.23709869,59.34627914,229.3231354,138.2138011,139.0847321,23.34918785,118.872818,71.56468809,73.49220276,37.89708328,141.045166,70.62861255,59.52847672,17,37,24.60315799,43002,24,807,1300,1124.925445,1130,22,50,38.55492768,39,,,,
Busia,16.33925056,33.5707016,22.65959861,88,21.98251152,2018,58.76797485,126.1710663,77.383839,76.23985291,181.789856,276.9293823,231.561479,229.5110474,238.0294189,368.9744873,313.7716619,327.2289734,168.3113251,392.9280701,280.2564364,281.2398071,55.47283936,184.4567719,130.2790749,134.8674622,13.95947266,132.3358459,76.00736306,78.43002319,46.71050262,129.551712,96.30515359,99.77642059,32.23217392,111.0628204,82.67246871,86.80219269,110.4239807,244.0139465,177.7053445,178.313858,67.35649109,147.7435455,107.7487793,112.0946198,66.48291016,191.0358887,144.8730247,149.6552734,12,33,22.26631745,24054,22,1030,1390,1224.442504,1220,22,55,39.84692775,40,,,,
Elgeyo-Marakwet,4.690635681,22.46570206,11.36741492,146,10.66241837,2018,6.393585205,31.12755775,18.10464603,17.54216576,114.1477661,286.6744995,173.179527,164.3453674,262.4807434,586.4888916,397.9502354,392.1973267,210.2658997,519.194519,340.3026006,340.7036133,120.411644,368.5830078,229.1628853,223.752533,71.61903381,270.9141235,143.1876873,144.3040161,81.70574951,256.4298706,150.5282534,147.5104218,18.47719574,76.97898102,42.54623957,40.90723419,43.05219269,204.0224304,96.34664624,92.34718323,17.71039963,56.53989029,34.54970101,34.14440918,62.67171478,140.0189514,80.9295069,79.4646225,15,36,25.89124379,43078,26,888,1500,1175.92683,1160,21,55,38.09206556,38,,,,
Embu,3.555514812,26.96590424,11.30281576,132,8.614202499,2018,3.758327961,28.19333649,9.297335538,7.901261806,147.8544617,401.9717407,229.0018791,218.9591217,356.7218018,745.8032227,524.6093158,494.2941284,53.31296158,550.2374268,208.8375503,161.3546448,4.080451488,179.022522,39.14093572,21.73052597,4.163609505,142.4747467,32.71037154,21.54733276,0.971120834,54.10505676,14.31215691,10.70165062,2.045847416,141.4181519,27.48007295,15.87994862,20.68235779,140.4963837,54.57880563,40.89746857,120.849205,238.9395752,174.8145123,172.1661072,116.154686,208.5493622,179.2297289,180.4869995,11,39,19.60412876,39576,18,742,1440,1198.544572,1230,12,66,39.14913079,38,,,,
Garissa,0.466520369,10.68531799,4.466576714,1517,4.244021416,2018,0.471421778,14.42804432,5.53051098,5.210833549,14.84223366,216.8273468,126.3932927,132.4116516,64.6467514,299.7130127,176.1334253,174.2192535,0.514373183,482.6056213,110.0495633,43.67190933,6.01E-09,249.8251648,46.41858932,6.947214603,0,77.22662354,22.02816774,14.85821247,2.19E-08,38.32629395,8.949992533,5.56120348,0.422764897,44.58422852,15.60352077,15.43400288,2.551526546,159.6219788,47.695364,41.37529373,12.78383636,80.13805389,53.62322841,54.34922028,9.859106064,249.6618347,141.766243,147.1113586,8,33,20.52270318,611280,21,1260,1630,1406.490459,1410,13,50,30.81391179,31,,,,
Homa Bay,21.33559036,44.5360527,32.54367295,199,32.28801346,2018,34.36167145,120.9751587,59.48772181,52.6969986,117.9483032,311.7069702,173.8794362,174.9342346,179.6328888,432.7139587,268.8888584,264.0802002,165.8670654,335.142395,234.7944213,228.4256897,40.64833069,187.9264984,107.4329558,102.8174438,8.092787743,91.15866089,38.30142411,29.02292633,39.40011978,154.2316895,89.39423681,88.5504303,25.65697861,92.602005,57.55114439,56.37843704,66.34609985,282.0465088,186.9705755,186.4463196,28.97518921,161.0058136,92.10745132,87.01465607,137.723938,215.8743286,169.9336723,169.2475128,14,35,23.92196401,44236,24,935,1380,1216.903879,1220,17,55,39.02210869,40,,,,
Isiolo,1.961575747,13.20791912,4.352758815,951,4.012230396,2018,2.19836092,19.07601929,5.462612341,5.10213089,44.64913177,369.7947388,159.1202681,158.2218628,86.55323029,480.7910767,227.4376314,210.5488586,0.562749803,158.4146423,14.27377124,2.547296762,4.88E-09,125.5918427,5.85230288,0.240075827,0,31.88098526,2.951991838,1.63E-08,0,26.37595367,1.212552525,5.40E-08,3.12E-09,14.98830795,2.15841877,1.482118487,1.813758254,71.51939392,20.83114608,19.22045898,3.362520456,159.492981,41.50545068,28.19835281,49.89890671,198.15448,102.7784569,94.81858826,8,33,19.36160912,356642,19,1040,1610,1423.045138,1440,13,56,30.46520881,30,,,,
Kajiado,16.07440376,121.4485703,64.72663069,802,64.00021362,2018,4.331295013,55.92725372,20.38924539,21.66465759,150.6294098,471.0653992,262.8301707,262.9381104,145.9822083,493.5516968,286.0611752,285.1368408,2.716072559,428.565918,88.08919108,60.06060028,0.153914467,68.12242126,12.20149455,10.21471882,1.32E-08,34.48581696,3.823794396,1.029168725,0,60.88250732,6.809590404,3.909777164,8.40E-09,38.92531967,5.35918261,2.797032356,1.250425458,101.24646,24.26221312,23.52345657,25.0493679,151.149704,69.36726543,69.01083374,88.80104828,325.499054,172.1601465,168.3962708,10,48,21.30290462,302105,21,896,1580,1297.289353,1310,11,57,34.8617666,34,,,,
Kakamega,8.987605095,34.78064728,21.17166138,144,21.3091011,2018,13.72781658,104.8099442,59.53259277,63.23549652,139.1246338,359.2960205,244.0336372,256.7382202,295.2516174,488.9733276,380.159451,369.1356812,240.7664948,487.7773132,346.7345378,348.9064941,131.9595337,330.0690918,207.6802572,204.4472046,81.72272491,281.4956055,172.0648058,179.3310394,109.8161621,187.2394409,144.1211073,144.9370728,58.0605545,125.7535858,91.35530599,94.85345459,59.34627914,287.1053467,172.0692952,179.1773376,19.60595322,123.8718567,65.68360731,70.53382874,40.77669525,201.7195435,111.4206,126.9891281,18,32,24.2193206,43156,24,1020,1300,1178.383724,1180,22,59,42.00743813,42,,,,
Kericho,12.1967659,55.51060486,25.10485219,118,23.90231705,2018,19.24092865,70.41407776,43.94272626,46.05543518,161.2171631,394.9172974,257.6940215,262.0646362,292.5426636,449.3016663,381.3407044,386.1895752,181.9223633,422.6853943,291.4278668,286.1409302,132.2051544,407.7912598,259.2370068,258.421814,68.43632507,222.0032654,131.3858167,133.3339233,94.19973755,223.9147339,143.7032574,145.5725098,48.37024689,99.56842804,66.47756389,64.03852844,60.17676163,243.6567688,157.166628,165.07724,35.87479782,138.973465,92.52812169,97.0746994,57.8612442,170.8885803,112.1532376,109.2948151,10,39,26.57414185,36066,26,928,1340,1121.777852,1110,28,53,41.53421505,42,,,,
Kiambu,21.21498871,74.48796082,46.5845342,119,45.82686996,2018,15.77327919,53.50824738,30.11985869,30.19937134,201.6508789,384.1147766,264.096294,262.9617615,274.2301636,824.696167,463.5596113,436.8676453,147.5688171,763.3583984,399.9861148,392.816925,19.96878433,191.2862244,75.34995404,69.12645721,1.096850514,124.331604,33.89731322,27.96308708,9.831698418,157.3067322,52.88158564,43.60296631,7.019861698,60.45146561,24.20827452,20.35706139,12.61453819,153.7962494,55.65686548,48.58819962,68.45780182,192.8719025,115.9964302,112.609642,130.9837189,196.2785645,160.950105,161.3179779,11,49,24.84939147,36399,24,854,1420,1148.931015,1160,21,65,41.96271876,43,,,,
Kilifi,3.544221401,14.92490768,7.465290799,450,7.47409153,2018,2.416420937,13.04180813,8.57913954,8.83521843,44.3915062,173.3052826,124.7146094,126.9762573,116.6475983,328.7963867,214.1756424,211.4695435,47.14525223,558.7106323,243.6426563,228.2679749,39.87504578,193.0887146,109.6087674,105.4895935,58.81173706,258.6365356,118.2466059,105.7105713,17.48704147,202.2171478,55.53299479,52.07836533,23.18606567,156.5749054,69.46602865,70.33641052,60.17842484,441.7929382,194.6689931,172.6314087,39.60574722,130.4461975,80.69216146,82.34174347,58.95467377,202.6446228,134.4258333,132.5100708,7,34,17.85730662,177086,18,1220,1680,1400.91499,1400,10,49,25.37976463,26,,,,
Kirinyaga,8.377500534,36.063797,18.50749406,69,18.93736839,2018,6.644516945,28.19333649,15.7510491,14.92327499,147.8544617,401.9717407,223.0893059,205.5276031,432.6576233,728.5684204,576.5929008,585.1713867,176.1137543,561.0991821,389.0457711,405.7966919,20.379879,391.6203613,105.4249038,88.77593994,15.22136974,225.3076782,69.21982563,59.44580078,6.184484959,103.3716354,34.47106049,30.91132736,14.35495186,208.262085,63.98029891,42.81290436,32.42651367,171.0252533,82.56007275,79.13838196,123.7541199,238.9395752,177.7568501,173.9703674,115.8824768,237.3922272,165.7779948,167.526123,12,37,25.12707496,21145,25,752,1340,1080.09676,1090,25,70,46.6157957,48,,,,
Kisii,25.86089516,73.55659485,50.61399817,63,50.9467926,2018,46.14558411,73.85929871,58.10573227,58.68162537,201.722168,306.6403809,254.2938368,253.7533417,259.5744629,432.7139587,331.3984375,330.752594,183.2776489,366.2809143,284.7672371,289.2655029,88.42526245,187.9264984,128.773546,125.2039337,31.27858162,87.32862091,56.31890191,56.79836273,100.4624786,172.2997894,133.4725322,135.1247559,55.91855621,103.5576172,72.94866071,73.21094513,138.5375977,301.6898804,224.5613839,229.2709656,100.4993134,180.5178223,134.0970052,132.5339508,162.2941284,233.1771851,190.8197235,190.7486267,16,33,25.42316069,18825,25,880,1300,1117.081541,1120,29,54,42.18772908,42,,,,
Kisumu,17.21212006,38.46650696,29.05564575,120,29.35057449,2018,33.6745224,94.66197205,60.15394694,60.13154984,192.4197998,394.9172974,257.9435059,250.8190918,249.5813599,404.6564331,326.9088216,327.6167908,175.1255493,333.390625,261.7017253,262.2383118,92.50441742,284.363678,143.0532227,131.22052,45.94681549,166.5569,85.31266276,78.65270233,65.30979156,154.2316895,115.2520426,112.3392944,46.86653519,83.80039215,61.75026042,58.75471878,108.5990295,288.1938477,207.1267578,212.2593689,62.61541367,131.9838867,90.01057129,88.79586792,104.9583435,204.3679657,152.371875,153.373291,13,36,22.99117774,30151,23,956,1460,1257.425094,1270,19,60,37.33876157,38,,,,
Kitui,2.650476933,27.70360184,9.595766388,1096,7.673021317,2018,2.219902992,25.82351303,7.652119212,6.645902634,114.2130585,404.7295532,205.1398837,199.7272797,99.97956085,632.4892578,303.2198905,295.3764648,1.851927757,106.7090378,36.52564724,34.57146454,0.549458325,58.10519791,7.652389192,5.587148666,0.67728436,44.28400421,15.10614236,14.52707386,0.033737935,30.95853424,9.316653955,9.468093872,1.09930861,83.3575592,10.19191057,6.492352962,9.042514801,108.3820038,35.19260379,31.15958405,45.33485031,232.8087463,112.8888857,112.6965103,134.6880798,323.3346252,207.0449076,203.8196869,8,30,16.92269518,428602,17,977,1570,1344.40571,1350,13,59,30.29881568,30,,,,
Kwale,3.389714241,30.11538315,14.05689188,309,14.50023651,2018,5.15201664,17.35765839,10.55602198,10.61599064,78.01216125,307.0126953,172.8151042,162.2602234,102.6577301,411.8272705,216.4606088,203.8710938,47.3221283,769.5057983,258.538835,178.3636627,29.27758789,286.4729004,85.64555522,74.05908966,27.14441109,202.8191528,82.58837733,72.58300781,16.03203392,158.1097107,50.51503717,49.28731918,25.00893593,314.3769836,101.8296989,85.27513885,53.53382111,429.3140869,241.9966879,239.7593384,53.91944122,130.4461975,85.89578277,85.44497681,86.36442566,203.9874878,141.1238243,142.7523499,7,27,16.31109005,116050,16,1200,1600,1390.658509,1390,10,52,24.76200776,24,,,,
Laikipia,4.530034065,31.2749939,11.12986164,369,9.720335007,2018,3.613600254,19.98209,9.274489488,8.668754578,93.6089325,406.4287109,175.345846,164.4058838,115.5961304,371.0349426,238.1115769,238.8344269,31.08827782,414.6901855,160.1226393,144.5849915,20.37261581,577.7860718,188.6764905,168.7602844,5.716694832,149.6027374,55.47975949,45.75856018,0.222793669,114.3685303,50.88979929,44.78720474,2.242525101,75.19908142,29.76169228,31.74798584,22.07018471,103.7883453,53.60312923,53.82106781,31.20152855,146.931015,67.33987551,54.69494247,43.95385742,187.8135376,110.7020664,105.1916199,12,36,25.00815167,134819,25,946,1510,1220.883703,1220,16,59,33.12585763,33,,,,
Lamu,0.096889287,9.830130577,4.900752397,220,5.109030247,2018,0.049624015,12.86364269,4.689379883,4.273640633,1.067558169,171.4013672,70.29471768,70.64028931,5.059282303,244.6271667,171.7568537,186.8537292,15.05668259,655.4835205,409.6368608,432.4599304,7.076258659,288.91745,190.1029119,201.9003906,3.323383331,111.2163696,71.19864613,73.55325317,0.786197543,79.30592346,22.83150302,22.28396988,1.124405622,43.45793152,17.99310192,18.05686569,3.05538559,180.598877,71.89301314,60.41699219,0.66107434,65.16618347,34.10249911,34.96931458,0.977573872,146.1806641,59.97081854,56.50908661,10,34,23.41636186,85027,24,1260,1660,1428.740894,1430,12,47,32.40378938,33,,,,
Machakos,8.069185257,52.43447495,25.70483492,261,23.98586464,2018,6.092463493,37.78224564,19.40938173,19.39844131,152.7779999,411.6425171,228.8712733,224.432312,222.2043304,516.0397949,369.9605783,371.3247681,41.96868896,399.8422852,130.1929777,116.4102478,3.423550367,65.34548187,18.84913419,15.44569302,0.249701798,28.07753563,11.74680279,11.32689953,0.157333523,27.88641357,10.41046961,9.831698418,1.263795972,22.86481476,6.744705609,5.451677322,13.94757938,66.66580963,33.03036698,31.62439537,48.80862427,246.6095123,139.133052,143.566391,95.06015778,289.8182983,182.9672983,178.4502106,9,30,16.36250531,84796,16,1000,1530,1317.185245,1320,13,65,35.13244729,34,,,,
Makueni,2.940876007,63.45041656,25.6685986,338,22.31483459,2018,5.433663368,38.15303802,13.86357884,11.36393547,155.9321289,395.9512939,237.4523391,227.1542969,175.631012,598.9057007,300.8501757,285.9455872,12.7075882,130.6617279,49.93175619,43.62819672,1.076658845,53.09721375,10.7254812,9.078653336,3.24E-08,36.37323761,11.02202611,10.17406464,0.070809968,37.26744843,10.20623382,9.272089005,1.275085211,93.99930573,9.479031354,6.634635925,12.58405399,126.0309448,36.62320289,32.16822815,83.61275482,253.5638428,126.6703033,117.2914429,129.6271057,345.6621094,231.506287,223.7830048,9,35,16.63218599,116094,15,869,1530,1332.626596,1350,11,57,29.02407532,29,,,,
Mandera,0.411268324,4.371912956,1.692358454,872,1.502008915,2018,1.151787519,26.89049149,10.15469668,9.78367424,23.1511116,123.623848,79.56261647,82.57414246,139.9707947,277.4385986,194.6930548,193.6200867,26.67475128,109.5731964,51.11875986,49.5140152,0.818065643,10.02114487,2.571249586,2.336192608,0.008455908,15.10623455,5.67527785,5.732627869,5.20E-08,9.099205971,4.969556336,5.058853149,0.799396634,19.38639259,3.268191836,2.252961159,29.29440308,105.0039978,64.90701154,63.93508911,24.96082115,87.18759918,50.69403132,50.81299973,10.14747334,198.5490265,86.94626218,80.21525574,13,34,23.09356727,354686,23,1170,1560,1397.251563,1410,15,39,26.46198328,26,,,,
Marsabit,1.124861717,29.07076645,4.431660042,2565,3.807077169,2018,1.585408449,129.3694305,15.85936891,9.732824326,36.09329987,357.4632263,106.2796784,103.8776093,58.71304321,617.5894775,196.5527778,187.1838989,0.473339647,200.4181213,38.18358309,25.99505806,7.16E-09,100.2497101,6.580572308,1.572799087,0,32.57776642,6.912389589,6.303501606,0,51.61092377,4.616403966,2.852637291,1.52E-09,42.68780518,3.748740177,1.422275066,0.342785448,217.6915436,35.64949744,29.93008041,1.913947582,109.3361893,26.71606664,23.01053047,16.5617218,203.7236633,60.33516691,48.79299164,6,37,22.78216554,972477,24,879,1640,1349.497154,1360,10,57,30.2528286,30,,,,
Meru,2.350571632,25.57343292,10.56337293,278,9.056516647,2018,2.806153774,28.52671814,9.81411326,8.985269547,105.2851334,640.3054199,281.9111117,269.5224609,258.4576111,761.8601074,499.0766637,481.2238159,1.714334488,552.7154541,168.1013096,126.8624802,0.003053462,219.191391,40.67095464,14.48919392,8.72E-11,106.0611115,24.00470717,16.54990005,7.41E-08,70.44615173,13.40246143,7.960372448,2.681277514,141.8407288,23.22234712,8.070163727,18.06175613,191.4737701,68.23400264,59.0477829,69.45414734,302.325592,163.0365473,152.7034912,77.36040497,404.9501343,201.4969087,197.4356689,10,46,25.04633072,98984,25,710,1430,1135.752849,1150,16,84,42.31157561,41,,,,
Migori,20.44414711,84.48590088,43.27442109,139,38.36349869,2018,44.10797119,120.9751587,69.52969031,66.95074463,101.2778168,252.562149,175.1221616,180.3913574,170.0200958,313.1733398,247.2718638,242.3820648,164.839035,349.7228394,257.1048224,256.3635254,40.64833069,143.1733398,73.7430376,66.30052948,7.760702133,47.26403046,21.7676958,20.43296432,31.53466797,123.3167267,73.9269475,70.04423523,9.674688339,92.49029541,48.17937837,48.71837616,67.943573,265.9646606,150.6196605,137.6194611,45.74767303,143.9712524,88.84980609,87.85795593,112.1417389,217.197113,173.7306374,177.1018677,12,43,24.56447311,36744,25,1050,1420,1248.785325,1250,19,56,35.38237535,35,,,,
Mombasa,7.442797661,10.41039944,8.763800485,14,8.504192352,2018,5.622780323,9.019262314,6.821036748,6.479163647,84.0740509,173.3052826,114.0245972,101.8633804,207.4819946,328.7963867,258.7826451,251.6294861,356.1158142,618.0164795,469.5970285,472.2067566,105.3399658,166.7900696,131.1669486,129.7904968,126.2879944,227.3489075,169.2446638,160.8038788,27.67509651,133.4082947,73.15014648,65.64199829,116.7637253,148.0270233,135.0916835,139.8975525,247.1775513,410.6172485,296.170445,294.8660889,63.89009476,118.6176987,86.96761649,86.25261688,106.9841232,146.1559143,128.3525652,129.7952271,10,28,19.86055046,3270,20,1230,1520,1381.538226,1390,15,40,27.44342508,28,,,,
Murang'a,20.8801899,88.45835876,39.58802823,110,33.5405426,2018,12.9076395,98.33058929,28.50411266,27.02858353,148.1764526,542.1257935,255.4164773,246.0106049,393.313385,956.9386597,612.1919034,605.5081177,193.3378296,885.5159912,480.8982955,472.3171387,18.38571167,355.556488,101.9790572,95.05522156,10.96341419,127.2592545,52.22743253,42.87310028,12.67176533,171.0430908,53.53593306,38.3062439,6.110751152,79.21151733,31.82298917,27.45536041,37.09288025,198.9664917,82.11744496,77.15503693,105.0506287,269.4598389,155.5414418,154.1612244,124.1027069,253.79245,164.7600497,164.7549133,11,57,24.01737076,35980,24,655,1460,1110.816231,1120,23,73,47.12445803,48,,,,
